Tue Mar 21 22:01:20 ART 2017;teclast/192.168.1.130;pc;java.lang.ClassNotFoundException: com.mysql.jdbc.Driver
Tue Mar 21 22:06:38 ART 2017;teclast/192.168.1.130;pc;java.lang.ClassNotFoundException: com.mysql.jdbc.Driver
